title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,status,loc_id,agent_id
Rumah Baru 2 Lantai di Kosambi Baru Duri Kosambi Cengkareng Jakarta Barat,2700000000.0,jakarta barat,cengkareng,5.0,4.0,3.0,120.0,160.0,AVAILABLE,loc-401,agent-033
Di Jual Rumah 2 Lantai SHM Menteng Jakpus,42000000000.0,jakarta pusat,menteng,4.0,4.0,3.0,506.0,411.0,AVAILABLE,loc-305,agent-021
Rumah Townhouse Asri di Rawamangun,6250000000.0,jakarta timur,pulo gadung,5.0,4.0,2.0,390.0,380.0,SOLD,loc-210,agent-030
Dijual Sangat Murah Rumah Mewah Area Cipete Jakarta Selatan,20000000000.0,jakarta selatan,cilandak,5.0,5.0,10.0,921.0,700.0,AVAILABLE,loc-101,agent-007
Ready bisa Langsung Huni Rumah Mewah Cakep dengan Private Lift,4770000000.0,jakarta barat,cengkareng,5.0,4.0,2.0,122.0,221.0,AVAILABLE,loc-401,agent-029
Dijual Cepat Turun Harga Rumah 10x35 Ada Lift Choppin Golf Island Pik,21000000000.0,jakarta utara,penjaringan,4.0,4.0,4.0,350.0,900.0,SOLD,loc-505,agent-001
"Dijual Rumah Cantik Siap Huni, Sudah Renovasi Di Kelapa Gading",6300000000.0,jakarta utara,kelapa gading,6.0,4.0,3.0,200.0,400.0,AVAILABLE,loc-502,agent-014
Rumah Besar dengan 1 Paviliun di Senen Jakarta Pusat,4200000000.0,jakarta pusat,senen,5.0,2.0,0.0,168.0,150.0,AVAILABLE,loc-307,agent-020
"Rumah Strategis Standar Layak Huni di Kopyor, Kelapa Gading",1900000000.0,jakarta utara,kelapa gading,3.0,1.0,1.0,102.0,80.0,SOLD,loc-502,agent-031
Jual Rumah Baru Mewah Premium 2 Lantai Banyak Dicari Lokasi Strategis,3400000000.0,jakarta timur,cakung,3.0,2.0,4.0,105.0,108.0,AVAILABLE,loc-201,agent-043
Rumah Permata Buana - Ukuran favorit Jarang Ada - Siap Huni !,7500000000.0,jakarta barat,kembangan,5.0,3.0,0.0,200.0,312.0,AVAILABLE,loc-405,agent-008
Murah Rumah LT 180 Bebas Banjir Jalanan 2 Mobil Rawamangun Jakarta Timur,2900000000.0,jakarta timur,pulo gadung,3.0,2.0,2.0,180.0,180.0,AVAILABLE,loc-210,agent-003
Dijual Rumah Mewah Premium Lokasi Dekat Tol Kampus Unversitas Bagus Siap Huni,3000000000.0,jakarta barat,kembangan,3.0,3.0,1.0,60.0,98.0,AVAILABLE,loc-405,agent-016
Rumah Tua Layak Huni Bangunan Kuat di Kramatjayabaru Jakartapusat,2000000000.0,jakarta pusat,johar baru,6.0,1.0,0.0,135.0,135.0,AVAILABLE,loc-303,agent-007
Dijual Rumah Baru Designed Modern dan Luxury Lokasi Best di Belakang Citos Cilandak Jakarta Selatan,16800000000.0,jakarta selatan,cilandak,5.0,4.0,4.0,375.0,600.0,AVAILABLE,loc-101,agent-002
"Dijual Rumah, Bagus, 2 Lantai di Sunter, Jakarta Utara",9750000000.0,jakarta utara,tanjung priok,6.0,4.0,0.0,340.0,264.0,AVAILABLE,loc-506,agent-050
Rumah Pasir Putih Pik2 Hoek View Danau Spesial 13X25,15000000000.0,jakarta utara,penjaringan,4.0,4.0,4.0,325.0,300.0,AVAILABLE,loc-505,agent-017
"Rumah Menteng Atas, Jakarta Pusat Furnished SHM",88000000000.0,jakarta pusat,setiabudi,12.0,9.0,9.0,800.0,2300.0,AVAILABLE,loc-109,agent-045
"Rumah Cempaka Putih Timur Cempaka Putih, Jakarta Pusat",25000000000.0,jakarta pusat,cempaka putih,5.0,5.0,2.0,750.0,1000.0,AVAILABLE,loc-301,agent-031
Turun Harga Rumah Sunter Danau 1.2Lantai.rapi.siap Huni,12500000000.0,jakarta utara,tanjung priok,4.0,4.0,10.0,640.0,300.0,AVAILABLE,loc-506,agent-010
"Rumah Strategis Bebas Banjir di Duren Sawit,Jakarta Timur",1300000000.0,jakarta timur,duren sawit,4.0,2.0,1.0,72.0,120.0,AVAILABLE,loc-204,agent-046
Rumah di Puri Kembangan Luas 12X15 Posisi Hook,7000000000.0,jakarta barat,kembangan,6.0,5.0,2.0,186.0,450.0,AVAILABLE,loc-405,agent-017
RUMAH MINIMALIS TROPICAL TRIMARAN PERMAI PIK,50000000000.0,jakarta utara,penjaringan,6.0,5.0,4.0,600.0,1600.0,AVAILABLE,loc-505,agent-009
Rumah Pik Mewah Minimalis Furnish Siap Huni (8X30m),12500000000.0,jakarta utara,penjaringan,6.0,5.0,4.0,240.0,300.0,SOLD,loc-505,agent-027
"Rumah Meruya Utara 3 Lantai Jarang Ada, Siap Pakai",3980000000.0,jakarta barat,kembangan,6.0,4.0,5.0,250.0,490.0,SOLD,loc-405,agent-013
Rumah 10 Menit Dari Mal Puri Indah,1550000000.0,jakarta barat,cengkareng,3.0,2.0,1.0,62.0,98.0,AVAILABLE,loc-401,agent-036
Rumah Hitung Tanah di Taman Permata Buana Jakarta Barat,5350000000.0,jakarta barat,kembangan,4.0,3.0,2.0,200.0,150.0,AVAILABLE,loc-405,agent-024
Rumah Murah Terawat 3 Lantai di Citra Garden Kalideres Cengkareng Jakarta Barat,3800000000.0,jakarta barat,kalideres,6.0,6.0,8.0,181.0,400.0,AVAILABLE,loc-403,agent-016
Rumah Pondok Indah Sap Huni dan Rapi Harga Termurah,6100000000.0,jakarta selatan,kebayoran lama,4.0,3.0,1.0,155.0,155.0,AVAILABLE,loc-104,agent-049
Rumah Tua Gak Bisa Huni Lagi Dekat Kolam Renang Tirta Mas Tidak Banjir,7500000000.0,jakarta timur,pulo gadung,3.0,1.0,4.0,337.0,200.0,AVAILABLE,loc-210,agent-036
Rumah Mewah Keren Dekat Rs Puri Cinere di Cinere,4100000000.0,jakarta selatan,cilandak,6.0,6.0,2.0,190.0,3503.0,SOLD,loc-101,agent-002
Dijual Cepat Rumah Murah Dlm Gang,825000000.0,jakarta pusat,kemayoran,2.0,2.0,0.0,38.0,77.0,AVAILABLE,loc-304,agent-024
"Rumah 2.5 Lantai di Cideng, Jakarta Pusat, Jual Semi Furnish",3500000000.0,jakarta pusat,gambir,4.0,3.0,2.0,108.0,180.0,AVAILABLE,loc-302,agent-029
"Rumah 2 Lantai Hook SHM Siap Huni,luas Tanah 310 M,luas Bangunan 180 M,kamar Tidur 4+1,KAMAR Mandi 3 Hadap Utara barat Row Jalan Lebar Dan Bebas Banjir Di Pulomas Jakarta Timur",4500000000.0,jakarta timur,pulo gadung,5.0,3.0,4.0,310.0,180.0,AVAILABLE,loc-210,agent-024
Di Jual Cepat Rumah Siap Huni 3 Kamar Tidur,1500000000.0,jakarta pusat,cempaka putih,3.0,2.0,1.0,78.0,117.0,SOLD,loc-301,agent-038
Rumah Cluster Anthia Wisteria 7X12 84M Metland Menteng Cakung,1890000000.0,jakarta timur,cakung,3.0,2.0,2.0,84.0,90.0,AVAILABLE,loc-201,agent-042
Rumah Murah Akses Lega Pondok Kelapa Kav Marinir Jakarta Timur,3000000000.0,jakarta timur,duren sawit,4.0,3.0,2.0,162.0,200.0,SOLD,loc-204,agent-004
Rumah 2 Lantai Cocok Disewakan di Cempaka Putih Barat Jakarta P,650000000.0,jakarta pusat,cempaka putih,2.0,1.0,0.0,33.0,55.0,AVAILABLE,loc-301,agent-042
Rumah Mewah Kontemporer Dalam Clusteer Akses Pinggir Jalan Raya,2800000000.0,jakarta selatan,jagakarsa,5.0,4.0,3.0,81.0,180.0,AVAILABLE,loc-102,agent-045
Dijual Cepat Mendekati NJOP Rumah di Pondok Indah (Dalam Portal) Luas 1235M2.hanya Rp.36.4jt/M,45000000000.0,jakarta selatan,kebayoran lama,6.0,4.0,9.0,1235.0,800.0,AVAILABLE,loc-104,agent-036
Rumah Cantik Terawat 4 Kamar Hadap Barat Semi Furnish Puri Media Jakarta Barat bisa KPR,7000000000.0,jakarta barat,kembangan,5.0,5.0,2.0,220.0,450.0,SOLD,loc-405,agent-004
Dijual Rumah Cempaka Putih Tengah,5400000000.0,jakarta pusat,cempaka putih,4.0,3.0,1.0,233.0,240.0,SOLD,loc-301,agent-018
Rumah 1 Lantai Harga Murah di Metland Menteng Cakung Jakarta,875000000.0,jakarta timur,cakung,2.0,1.0,1.0,90.0,70.0,AVAILABLE,loc-201,agent-004
Rumah Baru Dijual Murah di Setiabudi. Jakarta Selatan Strategis Bebas Banjir,858000000.0,jakarta selatan,setiabudi,2.0,2.0,0.0,21.0,40.0,SOLD,loc-109,agent-039
Dijual Rumah Cantik Di Pulomas Siap Huni Jalanan Lebar,8800000000.0,jakarta timur,pulo gadung,5.0,5.0,7.0,419.0,350.0,SOLD,loc-210,agent-035
Rumah Menteng Hoek Semi Colonial Design Di Jalan Purwakarta,55000000000.0,jakarta pusat,menteng,3.0,4.0,0.0,634.0,600.0,AVAILABLE,loc-305,agent-030
Rumah Tua Jl Kelinci Pasar Baru Jakarta Pusat Luas 300M2 + Tanah Lebih 170M,7500000000.0,jakarta pusat,sawah besar,5.0,3.0,0.0,300.0,300.0,AVAILABLE,loc-306,agent-050
Rumah Agung Utara Hoek 120M² Sunter Hadap Barat Selatan,3400000000.0,jakarta utara,tanjung priok,9.0,5.0,0.0,120.0,300.0,AVAILABLE,loc-506,agent-016
Rumah Dijual Cepat Komplek Pademangan 5.5X14,2600000000.0,jakarta utara,pademangan,4.0,3.0,1.0,77.0,180.0,SOLD,loc-504,agent-041
Di Jual Murah Rumah Mewah Furnish 2 Lantai Pik2,6500000000.0,jakarta utara,penjaringan,3.0,2.0,2.0,160.0,183.0,AVAILABLE,loc-505,agent-035
Rumah Termurah Tanjung Duren Uk.7x15 3.5 Lantai Row 2 Mobil,3300000000.0,jakarta barat,grogol petamburan,5.0,4.0,2.0,105.0,250.0,AVAILABLE,loc-402,agent-024
Rumah 2 Lantai Brand New House Cluster Florida Pik2,1750000000.0,jakarta timur,cakung,3.0,3.0,1.0,56.0,76.0,SOLD,loc-201,agent-003
Jual Rumah Renov 1.5Lt Janur Kuning Harga 2.3M,2300000000.0,jakarta utara,kelapa gading,3.0,2.0,1.0,90.0,88.0,AVAILABLE,loc-502,agent-037
"Jual Rumah di Pik Cluster Bgm Luas Tanah 195 M2, Posisi Hook Kondisi Bagus",11000000000.0,jakarta utara,penjaringan,3.0,4.0,2.0,195.0,250.0,AVAILABLE,loc-505,agent-033
[Dijual] Luxury House @ Puri Indah - Bangunan Luas & Lokasi Strategis,25000000000.0,jakarta barat,kembangan,7.0,5.0,5.0,450.0,900.0,AVAILABLE,loc-405,agent-039
"Regina Realty, Dijual Rumah Area Pondok Indah",13800000000.0,jakarta selatan,kebayoran lama,5.0,5.0,7.0,201.0,550.0,AVAILABLE,loc-104,agent-022
Murah!!!Turun Harga !!!!!Jual Cepat....... Rumah Siap Huni 2 Lantai Deket Mall Mkg...... Deket Bulevard Raya....... di Kelapa Gading,2300000000.0,jakarta utara,kelapa gading,4.0,3.0,1.0,90.0,120.0,SOLD,loc-502,agent-033
"Rumah Murah Premium Petukangan, Joglo, Kreo, Larangan",685000000.0,jakarta selatan,pesanggrahan,2.0,2.0,1.0,32.0,40.0,SOLD,loc-108,agent-019
Dijual Rumah Baru Ready di Citra 2 Extension.,2900000000.0,jakarta barat,kalideres,4.0,3.0,1.0,96.0,170.0,AVAILABLE,loc-403,agent-001
Benhil - Rumah Bagus Harga Murah Dibawah Pasar. SHM LT 261 M2. Dijalan Danau Mahalona. Jakarta Pusat,5140000000.0,jakarta pusat,tanah abang,5.0,3.0,4.0,261.0,365.0,AVAILABLE,loc-308,agent-020
Rumah Baru Renov Siap Huni di Utan Kayu Matraman,1500000000.0,jakarta timur,pulo gadung,3.0,2.0,2.0,45.0,120.0,AVAILABLE,loc-210,agent-033
Rumah 3 Lantai Siap Huni Akses Lebar Anti Masuk Gang Kecil,1690000000.0,jakarta selatan,jagakarsa,3.0,3.0,4.0,85.0,130.0,SOLD,loc-102,agent-042
Rumah Tua Kramat Pulo Strategis Jalan 3.Mobil,1750000000.0,jakarta pusat,senen,2.0,1.0,1.0,100.0,100.0,AVAILABLE,loc-307,agent-010
Dijual Cepat Rumah 2 Lantai Sakha Semanan Jakarta Barat Brand New,1900000000.0,jakarta barat,kalideres,3.0,2.0,2.0,90.0,122.0,SOLD,loc-403,agent-045
Rumah 2 Lantai Depan Taman Di Kosambi Baru Bebas Banjir Jakarta barat,2400000000.0,jakarta barat,cengkareng,5.0,3.0,4.0,120.0,160.0,AVAILABLE,loc-401,agent-033
Jual Rumah Hoek Gading Park View Kelapa Gading Jakarta Utara,9800000000.0,jakarta utara,kelapa gading,6.0,4.0,3.0,258.0,230.0,AVAILABLE,loc-502,agent-001
Rumah Tua Hitung Tanah Harga Mendekat NJOP di Pulomas Utara S9650,3600000000.0,jakarta timur,pulo gadung,5.0,5.0,0.0,230.0,285.0,SOLD,loc-210,agent-004
Jual Rumah Kos Aktif di Fatmawati Cilandak Akses MRT dan Rs Fatmawati,22500000000.0,jakarta selatan,cilandak,27.0,10.0,6.0,571.0,450.0,AVAILABLE,loc-101,agent-001
Rumah Asri Hoek 2 Lantai di Jl Hang Lekir Dekat Senayan City Kebayoran Baru Jakarta Selatan LT 203M Cash Only Lokasi Sangat Strategis Murah.,10000000000.0,jakarta selatan,kebayoran baru,4.0,3.0,2.0,203.0,179.0,SOLD,loc-103,agent-042
RUMAH TAMAN JERUK BOJONG JAKARTA BARAT,1200000000.0,jakarta barat,cengkareng,3.0,1.0,0.0,120.0,120.0,AVAILABLE,loc-401,agent-048
Dijual Cepat Murah Bu Rumah Hoek SHM Jarang Ada Bebas Banjir di Kelapa Gading,5000000000.0,jakarta utara,kelapa gading,8.0,6.0,7.0,246.0,400.0,AVAILABLE,loc-502,agent-036
Rumah Bagus di Komplek Bapem,2100000000.0,jakarta selatan,kebayoran lama,4.0,3.0,1.0,150.0,100.0,AVAILABLE,loc-104,agent-039
Rumah Baru Bagus Mewah Luas Dijual di Jaktim 3 Lantai Lokasi Strategis Bebas Banjir,5400000000.0,jakarta timur,cakung,5.0,5.0,4.0,105.0,180.0,AVAILABLE,loc-201,agent-046
Turun Harga Rumah Lama Dalam Komplek Cilandak Jakarta Selatan,7000000000.0,jakarta selatan,cilandak,5.0,5.0,2.0,488.0,300.0,AVAILABLE,loc-101,agent-019
Rumah Dijual Duri Kepa Siap Huni Minimalis 4 Lantai,4350000000.0,jakarta barat,kebon jeruk,5.0,5.0,2.0,126.0,380.0,SOLD,loc-404,agent-030
BANTING HARGA!! RUMAH SIAP HUNI DEKAT LAPIAZA HARGA 1M-AN,1800000000.0,jakarta utara,kelapa gading,4.0,1.0,0.0,120.0,90.0,AVAILABLE,loc-502,agent-029
Lahan Strategis Fatmawati No. 42 Samping Ace Hardware,52500000000.0,jakarta selatan,cilandak,8.0,7.0,13.0,1554.0,500.0,AVAILABLE,loc-101,agent-031
Rumah Dijual Area Komersil Cocok untuk Kostan atau Bisnis di Menteng Jakarta Pusat,20000000000.0,jakarta pusat,menteng,7.0,3.0,5.0,482.0,277.0,SOLD,loc-305,agent-024
Rumah Pluit Utara Raya Hitung Tanah Cocok untuk Resto dan Kantor,23000000000.0,jakarta utara,penjaringan,1.0,1.0,0.0,525.0,600.0,AVAILABLE,loc-505,agent-025
Rumah Desing Modern Minimalis 2 LT di Jl Ekonomi Jakarta Pusat,1390000000.0,jakarta pusat,sawah besar,3.0,2.0,1.0,43.0,68.0,SOLD,loc-306,agent-002
Rumah Tua Lebar 15 Dalam Komplek Nyaman dan Aman di Pulomas S9130,4500000000.0,jakarta timur,pulo gadung,5.0,4.0,0.0,241.0,150.0,AVAILABLE,loc-210,agent-050
Jual Rumah Sunter Pinggir Jalan Raya Utama Mewah Cocok Strategis untuk Bisnis Jakarta Utara,39000000000.0,jakarta utara,tanjung priok,5.0,3.0,0.0,720.0,800.0,AVAILABLE,loc-506,agent-009
Bangka X I Rmh Asri Terawat Dekat ke Mcd Kemang,28000000000.0,jakarta selatan,mampang prapatan,7.0,6.0,6.0,1200.0,500.0,AVAILABLE,loc-105,agent-004
"Turun Harga Rumah Cantik Siap Huni di Delman, Kebayoran Lama",7500000000.0,jakarta selatan,kebayoran lama,6.0,5.0,4.0,313.0,403.0,AVAILABLE,loc-104,agent-007
Dijual Cepat Rumah Pik2 6X10 Sudah Sertifikat,1750000000.0,jakarta utara,penjaringan,2.0,2.0,1.0,60.0,75.0,AVAILABLE,loc-505,agent-012
Rumah Semi Furnished 2 Lantai Siap Huni Bebas Banjir di Walet Permai Pik,4900000000.0,jakarta utara,penjaringan,4.0,3.0,1.0,175.0,325.0,AVAILABLE,loc-505,agent-007
For Sale Brand New House Modern Minimalis Pondok Indah Jakarta,7200000000.0,jakarta selatan,kebayoran lama,5.0,4.0,2.0,120.0,200.0,AVAILABLE,loc-104,agent-028
"Dijual Rumah Bagus Semifurnished di Green Lake, Tangerang",1650000000.0,jakarta barat,cengkareng,3.0,3.0,1.0,60.0,80.0,AVAILABLE,loc-401,agent-042
Dijual Rumah Cantik Full Furnished di Town House Ancol Mansion,5950000000.0,jakarta utara,pademangan,6.0,4.0,0.0,168.0,255.0,SOLD,loc-504,agent-031
Dijual Rumah Modern di Kav Marinir Pd Kelapa,2200000000.0,jakarta timur,duren sawit,4.0,2.0,1.0,226.0,146.0,AVAILABLE,loc-204,agent-016
Dijual Rumah Luas Di Jakarta Timur Bangunan Lama Lokasi Sangat Strategis,9000000000.0,jakarta timur,matraman,5.0,3.0,2.0,542.0,378.0,AVAILABLE,loc-208,agent-014
Rumah Tua Grogol Roxy. 10X19. Jalan 2 Mobil,2600000000.0,jakarta pusat,gambir,3.0,2.0,2.0,196.0,120.0,SOLD,loc-302,agent-020
[li] Dijual Cepat &murah Rumah Di Sunter,1900000000.0,jakarta utara,tanjung priok,3.0,2.0,1.0,70.0,100.0,SOLD,loc-506,agent-017
Rumah Murah Hitung Tanah Di Citra Garden Cengkareng Kalideres Jakarta Barat,1890000000.0,jakarta barat,kalideres,3.0,3.0,2.0,120.0,80.0,AVAILABLE,loc-403,agent-011
Dijual Cepat Rumah di Pulo Asem Jakarta Timur,2750000000.0,jakarta timur,pulo gadung,4.0,4.0,1.0,86.0,140.0,AVAILABLE,loc-210,agent-020
Dijual Cepat Rumah 3lsmtai Dipark Residence,2600000000.0,jakarta barat,cengkareng,5.0,4.0,0.0,108.0,157.0,AVAILABLE,loc-401,agent-020
Rumah Senen Jakarta Pusat Rp 2.5 M Nego Rumah Butuh Renovasi Shm Utara,2500000000.0,jakarta pusat,senen,3.0,2.0,0.0,180.0,150.0,AVAILABLE,loc-307,agent-046
Komplek Premium Pancoran! Rumah Mewah Akses Lebar,15000000000.0,jakarta selatan,pancoran,15.0,13.0,6.0,461.0,1300.0,SOLD,loc-106,agent-040
Rumah Rajawali Selatan,12000000000.0,jakarta pusat,sawah besar,4.0,3.0,0.0,426.0,600.0,AVAILABLE,loc-306,agent-030
Rumah Murah 1Lantai Siap Huni di Malaka Jaya Duren Sawit Jakarta Timur,1600000000.0,jakarta timur,duren sawit,2.0,1.0,3.0,156.0,78.0,AVAILABLE,loc-204,agent-043
Rumah Sultan Mewah Pondok Indah Lokasi Prime,89000000000.0,jakarta selatan,kebayoran lama,10.0,9.0,14.0,2382.0,2700.0,AVAILABLE,loc-104,agent-004
Dijual Rumah Tua Hitung Tanah di Kebon Kacang Luas 288 Meter Lokasi Bagus,18000000000.0,jakarta pusat,tanah abang,5.0,2.0,1.0,288.0,240.0,AVAILABLE,loc-308,agent-044
Ana Rumah Baru di Kav Polri Luas 5X15m 3.5Lt Minimalis Lokasi Nyaman Jelambar - * Good- Deal !!*,3100000000.0,jakarta barat,grogol petamburan,4.0,6.0,2.0,75.0,188.0,SOLD,loc-402,agent-016
"Rumah Springhill Kemayoran 153M2 Hadap Utara,4 Lantai,Kode Jv,Ah",5200000000.0,jakarta pusat,kemayoran,5.0,5.0,0.0,153.0,363.0,AVAILABLE,loc-304,agent-049
Rumah Villa Lebak Bulus Jakarta Selatan Hoek Akses Jalan Lebar,12000000000.0,jakarta selatan,cilandak,5.0,4.0,4.0,446.0,500.0,AVAILABLE,loc-101,agent-003
Rumah Keadilan Harga Dibawah NJOP !!,4500000000.0,jakarta pusat,taman sari,3.0,3.0,0.0,168.0,100.0,AVAILABLE,loc-407,agent-027
"Hot Sale Jual Cepat, Rumah 2Lt Rapih Siap Huni di Sunter Paradise",4550000000.0,jakarta utara,tanjung priok,5.0,3.0,0.0,180.0,280.0,AVAILABLE,loc-506,agent-028
"Jual Rumah 2 Lantai Cluster Florence Village di Jakarta Mulai 1 M-An Lokasi Strategis di Jgc, Cakung",1000000000.0,jakarta timur,cakung,3.0,3.0,2.0,50.0,57.0,AVAILABLE,loc-201,agent-021
"Rumah Mewah 4 Lantai Artha Gading Villa Kelapa Gading - SHM, Carport 5 Mobil, Harga Nego",20000000000.0,jakarta utara,kelapa gading,4.0,4.0,5.0,287.0,900.0,AVAILABLE,loc-502,agent-028
Bisa KPR Rumah Golf Island Chopin 250M2 (3 Lantai),10700000000.0,jakarta utara,penjaringan,4.0,5.0,0.0,250.0,358.0,AVAILABLE,loc-505,agent-032
Rumah Mewah Cipayung Hadap 2 Jalan Akses Tol dan LRT,25000000000.0,jakarta timur,cipayung,12.0,10.0,2.0,1952.0,700.0,AVAILABLE,loc-202,agent-041
Dijual Murah !! Rumah Hitung Tanah Lokasi Strategis Di Cideng,3500000000.0,jakarta pusat,gambir,4.0,3.0,2.0,134.0,134.0,SOLD,loc-302,agent-008
Rumah Dalam Komplek Kijang Kencana Kemanggisan Jakarta Barat SHM,3000000000.0,jakarta barat,palmerah,5.0,3.0,2.0,105.0,147.0,AVAILABLE,loc-406,agent-027
For Sale Rumah Cluster Harmony Golf Island Pik,13000000000.0,jakarta utara,penjaringan,5.0,5.0,0.0,340.0,240.0,AVAILABLE,loc-505,agent-018
Dijual Rumah Di Sunter Ceiling Tinggi . Baja Ringan & Anti Rayap,1500000000.0,jakarta utara,tanjung priok,2.0,1.0,1.0,78.0,63.0,AVAILABLE,loc-506,agent-044
For Sale Rumah Gunung Sahari Bangunan Lama,7700000000.0,jakarta pusat,kemayoran,2.0,1.0,0.0,425.0,400.0,AVAILABLE,loc-304,agent-007
Dijual Rumah 2 Lantai Siap Huni di Tomang Hero Jakarta Barat,7000000000.0,jakarta barat,grogol petamburan,6.0,3.0,4.0,258.0,200.0,SOLD,loc-402,agent-017
Rumah Resto di Rawasari Dekat Dgn Pasar Rawasari Sangat Ramai,2500000000.0,jakarta pusat,cempaka putih,5.0,3.0,0.0,106.0,182.0,AVAILABLE,loc-301,agent-025
"Rumah 2 Lantai Siap Huni, Fasilitas Komplit Dekat Tol Jatikarya 2",2700000000.0,jakarta timur,ciracas,5.0,4.0,4.0,98.0,122.0,SOLD,loc-203,agent-036
Best Deal Rumah Lama Siap Huni di Cilandak Raya,19000000000.0,jakarta selatan,cilandak,5.0,6.0,5.0,1000.0,508.0,AVAILABLE,loc-101,agent-016
"Cilandak Barat, Harga Menarik Rumah Terawat, Lokasi Terbaik.",21500000000.0,jakarta selatan,cilandak,4.0,4.0,8.0,912.0,500.0,AVAILABLE,loc-101,agent-001
Jual Murah Rumah 6X21 Duri Kepa Row Jalan 4Mobil,4350000000.0,jakarta barat,kebon jeruk,5.0,4.0,2.0,126.0,380.0,AVAILABLE,loc-404,agent-036
Rumah Minimalis Murah Siap Huni Turun Harga,4300000000.0,jakarta barat,kembangan,5.0,4.0,2.0,140.0,250.0,AVAILABLE,loc-405,agent-028
Cash / KPR - Rumah Golf Island Chopin 250M2 (3 Lantai),10700000000.0,jakarta utara,penjaringan,4.0,5.0,2.0,250.0,358.0,AVAILABLE,loc-505,agent-010
Rumah 2Lt 220M 12X17 Type 4Kt Cluster Lantana Jgc Jakarta Garden City,3900000000.0,jakarta timur,cakung,5.0,4.0,0.0,220.0,220.0,SOLD,loc-201,agent-029
"Rumah hoek, terawat, one gate system, permata buana",7500000000.0,jakarta barat,kembangan,4.0,4.0,2.0,260.0,300.0,SOLD,loc-405,agent-031
Dijual Rumah Siap Huni di Pejompongan Jakarta Pusat,6800000000.0,jakarta pusat,tanah abang,4.0,2.0,1.0,250.0,170.0,AVAILABLE,loc-308,agent-010
Dijual Rumah Indraloka Jelambar Kavling Polri Siap Huni Lokasi Strategis,6500000000.0,jakarta barat,grogol petamburan,4.0,2.0,2.0,243.0,134.0,AVAILABLE,loc-402,agent-011
Rumah Mewah 3 Lantai dan 5 Kamar Tidur Fasilitas Super Premium di Jaktim,5400000000.0,jakarta timur,pulo gadung,5.0,5.0,2.0,105.0,180.0,AVAILABLE,loc-210,agent-019
Ana Rumah Murah Luas 4X20m Hitung Tanah di Jelambar - * Good- Deal !!*,1150000000.0,jakarta barat,grogol petamburan,2.0,2.0,2.0,80.0,80.0,AVAILABLE,loc-402,agent-028
Jual/ Sewa Cepat Rumah Rapi Unfurnished 4 Lantai dan 1 Basement (Ruang Rahasia Seluas 50M2),5000000000.0,jakarta pusat,gambir,5.0,5.0,2.0,168.0,530.0,SOLD,loc-302,agent-041
Jual Rumah Metland Menteng Jakarta Timur,2000000000.0,jakarta timur,cakung,4.0,3.0,0.0,150.0,111.0,AVAILABLE,loc-201,agent-047
Rumah Mewah Murah Siap Huni 2 Lantai Strategis di Setu Cipayung,1350000000.0,jakarta timur,cipayung,3.0,3.0,1.0,62.0,115.0,SOLD,loc-202,agent-029
"Rumah 3 Lantai Jagakarsa Bebas Banjir, Jalan 1 Mobil Dekat Akses 2 Mobil & Stasiun KRL",1750000000.0,jakarta selatan,jagakarsa,6.0,3.0,3.0,205.0,200.0,AVAILABLE,loc-102,agent-047
"Baru Bangun! Rumah Modern di Griya Pratama, Kelapa Gading",3700000000.0,jakarta utara,menteng,4.0,4.0,1.0,135.0,250.0,SOLD,loc-305,agent-042
"Di Jual Cepat Rumah Siap Huni,2,5 Lantai 10X20 Dibawah Harga Pasaran Tanah Lokasi Strategis Dekat Prj.jl Kebon Kosong , Kemayoran Jakarta Pusat#Hamdan",3500000000.0,jakarta pusat,kemayoran,7.0,5.0,2.0,200.0,360.0,SOLD,loc-304,agent-001
"Rumah Bagus di Kelapa Gading, Furnished, Dekat Mall",3800000000.0,jakarta utara,kelapa gading,5.0,4.0,2.0,186.0,250.0,AVAILABLE,loc-502,agent-022
Rumah Baru Dijual Kemayoran,2200000000.0,jakarta pusat,kemayoran,4.0,4.0,1.0,81.0,190.0,AVAILABLE,loc-304,agent-050
Turun Harga Rumah 8X20 Golf Island Full Bangunan Termurah - Dapet Cashback Sewa - Welcome Investor!,5500000000.0,jakarta utara,penjaringan,4.0,4.0,2.0,160.0,252.0,SOLD,loc-505,agent-016
Dijual Rumah Bagus Strategis Harga Menarik Di Lebak Bulus,5000000000.0,jakarta selatan,cilandak,4.0,5.0,0.0,187.0,250.0,AVAILABLE,loc-101,agent-007
For Sale Rumah 2 Lantai Bagus Kondisi Baru Strategis Dekat MRT Sekolah Kampus RS,1900000000.0,jakarta selatan,cilandak,3.0,2.0,2.0,74.0,60.0,AVAILABLE,loc-101,agent-011
Jual Rumah PIK2 ukuran besar 10x15 uda SHM semi furnish dekat toll,6500000000.0,jakarta utara,penjaringan,4.0,4.0,1.0,150.0,200.0,SOLD,loc-505,agent-048
Rumah Hitung Tanah Dekat Gereja Theresia Menteng Cocok Buat Kost2an,8500000000.0,jakarta pusat,menteng,5.0,4.0,2.0,156.0,100.0,AVAILABLE,loc-305,agent-050
Rumah.2 Lantai.cocok.buat.kos2an.afau.usaha.lokasi.bagus.harga Nego,1300000000.0,jakarta pusat,kemayoran,5.0,2.0,2.0,88.0,170.0,SOLD,loc-304,agent-049
